tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2017-01-09,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Buenos Aires,Protocolo 21,2017,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,578,VOYAGE 1.6 MSI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1963,ARGENTINA,100,02,200
COMUNICACIÓN DE RECUPERO,2026-01-02,2008-08-28,2027,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Buenos Aires,Nacional,2008,17,SEDAN 5 PUERTAS,34,PEUGEOT,FD,307 XS 1.6 5P 110CV,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2025-01-02,2043,CAPITAL FEDERAL Nº 043,Ciudad Autónoma de Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DS,HILUX 4X4 DC SRX 2.8 TDI 6 AT HAR,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2000,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2007-06-12,2053,CAPITAL FEDERAL Nº 053,Ciudad Autónoma de Buenos Aires,Nacional,2007,12,SEDAN 4 PTAS,08,CHEVROLET,AH,CORSA CLASSIC 4P BASE 1.6N,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2011-10-12,2055,CAPITAL FEDERAL Nº 055,Ciudad Autónoma de Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,53,VOLKSWAGEN,PD,SURAN 1.6L 5D,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2002,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2001-01-30,2055,CAPITAL FEDERAL Nº 055,Ciudad Autónoma de Buenos Aires,Nacional,2001,17,SEDAN 5 PTAS,53,VOLKSWAGEN,BS,GOL 1.9 SD 5P,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1957,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2014-01-23,2058,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Buenos Aires,Protocolo 21,2014,04,RURAL 5 PUERTAS,027,CITROEN,307,C3 AIRCROSS 1.6 VTI 115 EXC. P.,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1982,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2017-01-09,2063,CAPITAL FEDERAL Nº 063,Ciudad Autónoma de Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,34,PEUGEOT,NJ,308 FELINE THP TIPTRONIC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1980,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2013-10-17,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Buenos Aires,Protocolo 21,2013,02,SEDAN 4 PUERTAS,044,FIAT,782,GRAND SIENA ATTRACTIVE 1.4 8V,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1966,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,1983-06-09,2086,CAPITAL FEDERAL Nº 086,Ciudad Autónoma de Buenos Aires,Nacional,1978,20,SIN ESPECIFICACION,08,CHEVROLET,25,CHEVROLET /10,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1957,No identificado,100,02,
COMUNICACIÓN DE RECUPERO,2026-01-02,2010-04-09,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Buenos Aires,Nacional,2010,17,SEDAN 5 PUERTAS,08,CHEVROLET,CS,AGILE 5P 1.4 LT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1975,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,1998-04-03,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Buenos Aires,Protocolo 21,1998,22,SEDAN 3 PUERTAS,047,FORD,218,FIESTA LX,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1998,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2012-10-31,2101,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Buenos Aires,Nacional,2012,,SEDAN 5 PUERTAS,34,PEUGEOT,17,308 SPORT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1963,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,2011-05-30,4005,CORDOBA Nº 01,Córdoba,Importado,2011,05,SEDAN 5 PTAS,047,FORD,908,FIESTA KINETIC DESIGN TITANIUM,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1978,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-02,1998-03-04,4012,DEAN FUNES,Córdoba,Nacional,1998,12,SEDAN 4 PTAS,17,FIAT,45,"UNO S (1,4 - 5P.)",1,Privado,Física,DEAN FUNES,CORDOBA,Masculino,2001,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1994-01-11,4030,SAN AGUSTIN,Córdoba,Nacional,1994,12,SEDAN 4 PTAS,34,PEUGEOT,23,405 GR TC,1,Privado,Física,SANTA ROSA - DPTO. CALAMUCHITA.-,CORDOBA,No identificado,1955,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1998-04-22,4037,CORDOBA Nº 06,Córdoba,Nacional,1998,17,SEDAN 5 PUERTAS,17,FIAT,25,PALIO ELD 5P,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1965,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2008-07-31,4037,CORDOBA Nº 06,Córdoba,Nacional,2008,12,SEDAN 4 PTAS,37,RENAULT,SK,CLIO TRIC PACK PLUS 1.2,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1986,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2001-07-11,4044,CORDOBA Nº 11,Córdoba,Nacional,2001,12,SEDAN 4 PTAS,34,PEUGEOT,32,PEUGEOT 306BRLD4AA,1,Privado,Física,CORDOBA,CORDOBA,No identificado,1994,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2015-07-27,4053,CORDOBA Nº 13,Córdoba,Nacional,2015,12,SEDAN 4 PUERTAS,08,CHEVROLET,DX,CLASSIC 4 P LS ABS+AIRBAG 1.4N,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1974,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2000-08-22,4059,CORDOBA Nº 16,Córdoba,Nacional,2000,17,SEDAN 5 PTAS,19,FORD,JC,ESCORT LX 1.8 5P N,1,Privado,Física,CORDOBA,CORDOBA,Masculino,2001,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2005-03-07,4079,JESUS MARIA Nº 3,Córdoba,Importado,2005,04,RURAL 5 PUERTAS,011,AUDI,073,ALLROAD 2.5 TDI QUATTRO,1,Privado,Física,AGUA DE ORO,CORDOBA,No identificado,1985,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2021-10-21,4082,VILLA ALLENDE Nº 2,Córdoba,Nacional,2021,20,PICK-UP,68,TOYOTA,BK,HILUX 4X4 DC SRX 2.8 TDI 6 MT,1,Privado,Física,VILLA ALLENDE,CORDOBA,Masculino,1969,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1997-01-08,4089,LA CALERA,Córdoba,Importado,1997,,SEDAN 5 PTAS,05,VOLKSWAGEN,,GOLF GL 1.8,1,Privado,Física,LA CALERA,CORDOBA,No identificado,1999,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2017-09-26,23003,TUCUMAN Nº 2,Tucumán,Protocolo 21,2017,02,SEDAN 4 PUERTAS,024,CHEVROLET,705,PRISMA JOY 4P 1.4 N LS MT,1,Privado,Física,SAN MIGUEL DE TUCUMAN,TUCUMAN,Femenino,1953,ARGENTINA,100,90,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2005-09-23,21066,SANTA FE Nº 6,Santa Fe,Nacional,2005,12,SEDAN 4 PUERTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6 N,1,Privado,Física,SANTA FE,SANTA FE,No identificado,1978,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2006-11-06,13009,GENERAL SAN MARTIN Nº 2,Mendoza,Protocolo 21,2006,04,RURAL 5 PTAS,136,VOLKSWAGEN,254,GOL COUNTRY 1.9SD,1,Privado,Física,SAN MARTI­N,MENDOZA,Masculino,1976,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2018-04-18,13010,MENDOZA Nº 04,Mendoza,Protocolo 21,2018,04,RURAL 5 PUERTAS,047,FORD,B61,ECOSPORT SE 1.5L MT N,1,Privado,Física,SAN JOSE,MENDOZA,Masculino,1968,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2012-09-19,13011,MENDOZA Nº 05,Mendoza,Protocolo 21,2012,55,UTILITARIO,044,FIAT,589,UNO VAN FIRE MPI 8V,1,Privado,Física,SIN INFORMAR,MENDOZA,No identificado,1968,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2024-09-23,18007,SAN JUAN Nº 7,San Juan,Nacional,2024,40,TODO TERRENO,68,TOYOTA,CU,SW4 4X4 SRX 2.8 TDI 6 AT 7A HAR,1,Privado,Física,VILLA AMERICA,SAN JUAN,Masculino,1964,ARGENTINA,100,70,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2012-12-05,1001,ADROGUE Nº 1,Buenos Aires,Protocolo 21,2012,02,SEDAN 4 PUERTAS,130,TOYOTA,706,COROLLA XEI PACK 1.8 A/T,1,Privado,Física,RAFAEL CALZADA,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1996-07-18,1004,AVELLANEDA Nº 1,Buenos Aires,Importado,1996,05,SEDAN 5 PUERTAS,104,PEUGEOT,218,205 GLD,1,Privado,Física,SARANDI,BUENOS AIRES,No identificado,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2010-12-20,1044,LA PLATA Nº 02,Buenos Aires,Protocolo 21,2010,05,SEDAN 5 PTAS,024,CHEVROLET,419,VECTRA CD 2.4,1,Privado,Física,ABASTO,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1998-03-18,1055,LUJAN Nº 1,Buenos Aires,Protocolo 21,1998,11,PICK-UP,136,VOLKSWAGEN,218,SAVEIRO CL 1.6D,1,Privado,Física,JOSE MARIA JAUREGUI,BUENOS AIRES,No identificado,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2009-03-11,1061,MERCEDES Nº 1,Buenos Aires,Importado,2009,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,285,BORA 2.0,1,Privado,Física,LUJAN,BUENOS AIRES,Masculino,2001,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2017-04-04,1062,MERLO Nº 1,Buenos Aires,Nacional,2017,22,FURGON,37,RENAULT,ZF,KANGOO PH3 CONFORT 1.6 5ASIENTOS 2P,1,Privado,Física,MERLO,BUENOS AIRES,Masculino,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2006-09-22,1065,MORON Nº 02,Buenos Aires,Nacional,2006,17,SEDAN 5 PTAS,37,RENAULT,SA,CLIO PACK 1.2 DA AA,1,Privado,Física,MORON,BUENOS AIRES,No identificado,1988,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2005-02-04,1065,MORON Nº 02,Buenos Aires,Protocolo 21,2005,11,PICK UP,024,CHEVROLET,321,S10 2.8 DLX TI (CABINA DOBLE),1,Privado,Física,MORON - MORON,BUENOS AIRES,No identificado,1947,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2015-04-14,1100,TRES DE FEBRERO Nº 1,Buenos Aires,Protocolo 21,2015,30,FURGONETA,044,FIAT,810,NUEVO FIORINO 1.4 8V,1,Privado,Física,CASEROS,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2010-07-23,1106,LA MATANZA Nº 02,Buenos Aires,Nacional,2010,12,SEDAN 4 PTAS,37,RENAULT,VJ,SYMBOL PACK 1.6 8V,1,Privado,Física,RAMOS MEJIA LA MATANZA,BUENOS AIRES,No identificado,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2008-04-11,1113,SAN VICENTE,Buenos Aires,Nacional,2008,29,TRACTOR DE CARRETERA,67,IVECO,47,570S42T,1,Privado,Física,SAN VICENTE,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1994-09-29,1113,SAN VICENTE,Buenos Aires,Nacional,1995,12,SEDAN 4 PTAS,17,FIAT,78,DUNA SDR 1.7,1,Privado,Física,ALEJANDRO KORN,BUENOS AIRES,Femenino,1966,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2014-06-18,1115,MORON Nº 01,Buenos Aires,Importado,2014,04,RURAL 5 PUERTAS,024,CHEVROLET,630,CHEVROLET TRACKER FWD LTZ,1,Privado,Física,MORON,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2019-03-06,1121,MAR DEL PLATA Nº 03,Buenos Aires,Protocolo 21,2019,05,SEDAN 5 PUERTAS,130,TOYOTA,912,ETIOS XLS 1.5 6M/T,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1945,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2012-06-29,1128,SAN MIGUEL Nº 2,Buenos Aires,Protocolo 21,2012,22,SEDAN 3 PTAS,047,FORD,817,KA PULSE 1.6L,1,Privado,Física,SAN MIGUEL OESTE,BUENOS AIRES,No identificado,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1999-08-06,1128,SAN MIGUEL Nº 2,Buenos Aires,Nacional,1999,12,SEDAN,08,CHEVROLET,51,CORSA 4 PUERTAS GLN,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,No identificado,2001,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2007-10-03,21015,ROSARIO Nº 03,Santa Fe,Protocolo 21,2007,05,SEDAN 5 PUERTAS,024,CHEVROLET,361,MERIVA GL 1.8,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1990,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2008-09-10,1144,QUILMES Nº 3,Buenos Aires,Importado,2008,10,TODO TERRENO,058,HYUNDAI,211,TUCSON 4WD V6,1,Privado,Física,LA FLORIDA,BUENOS AIRES,Masculino,1988,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2024-05-20,14003,OBERA Nº 1,Misiones,Nacional,2024,31,SEMIRREMOLQUE,04,HELVETICA,07,SR 3E 1+2 BV,1,Privado,Física,OBERA,MISIONES,Femenino,1984,ARGENTINA,100,54,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2004-04-07,21022,SAN LORENZO Nº 1,Santa Fe,Protocolo 21,2004,22,SEDAN 3 PTAS,047,FORD,238,KA,1,Privado,Física,SAN LORENZO,SANTA FE,Masculino,1987,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2018-03-16,21035,SANTA FE Nº 3,Santa Fe,Nacional,2018,17,SEDAN 5 PUERTAS,34,PEUGEOT,NR,PARTNER PATAGONICA 1.6 HDI 92,1,Privado,Física,SANTA FE,SANTA FE,Femenino,1969,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,1997-03-14,21042,ROSARIO Nº 07,Santa Fe,Nacional,1997,17,SEDAN 5 PTAS,19,FORD,63,ESCORT CLX 1.8,1,Privado,Física,GRANADERO BAIGORRIA,SANTA FE,Masculino,1999,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2007-03-28,21049,ROSARIO Nº 11,Santa Fe,Importado,2007,01,SEDAN 2 PTAS,018,BMW,333,335I,1,Privado,Física,ROSARIO,SANTA FE,No identificado,2000,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2024-07-11,1146,MERLO Nº 2,Buenos Aires,Nacional,2024,17,SEDAN 5 PUERTAS,34,PEUGEOT,TV,208 FELINE AT AM24.5,1,Privado,Física,MERLO,BUENOS AIRES,No identificado,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2011-10-31,1146,MERLO Nº 2,Buenos Aires,Protocolo 21,2011,04,RURAL 5 PTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,MERLO,BUENOS AIRES,Masculino,1988,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2004-12-07,1147,LOMAS DE ZAMORA Nº 3,Buenos Aires,Nacional,2004,17,SEDAN 5 PTAS,37,RENAULT,NH,MEGANE PRIVILEGE TD BIC,1,Privado,Física,TURDERA,BUENOS AIRES,Masculino,1953,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2011-12-14,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,2011,12,SEDAN 4 PTAS,08,CHEVROLET,DC,CLASSIC 4 PTAS LS AA+DIR 1.4N,1,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1993,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2013-05-17,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,2013,20,PICK-UP,19,FORD,WM,RANGER2 DC 4X2 XL 2.2L D,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1962,PARAGUAY,100,06,221
COMUNICACIÓN DE RECUPERO,2026-01-05,2017-11-10,1154,LA MATANZA Nº 06,Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,17,FIAT,AY,PALIO (326) ATTRACTIVE 5P 1.4 8V,1,Privado,Física,SAN JUSTO,BUENOS AIRES,No identificado,2000,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2007-05-18,1165,SAN FERNANDO Nº 2,Buenos Aires,Nacional,2007,27,SEDAN 4 PUERTAS,37,RENAULT,SX,KANGOO PACK PLUS 1.9,1,Privado,Física,SAN FERNANDO,BUENOS AIRES,Femenino,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2021-08-17,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Nacional,2021,30,ACOPLADO,FR,STAHL,51,AA5400 ACOPLADO CARRETON,1,Privado,Jurídica,LOMAS DE ZAMORA,BUENOS AIRES,No aplica,2000,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2023-02-03,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Protocolo 21,2023,02,SEDAN 4 PUERTAS,130,TOYOTA,A58,COROLLA 2.0 SEG CVT,1,Privado,Física,CIUDADELA,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2022-01-05,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Nacional,2022,17,SEDAN 5 PUERTAS,34,PEUGEOT,PY,208 ACTIVE TIPTRONIC 1.6L,1,Privado,Física,CIUDADELA,BUENOS AIRES,No identificado,2003,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2010-10-22,21050,ROSARIO Nº 12,Santa Fe,Importado,2010,02,SEDAN 4 PTAS,024,CHEVROLET,533,CRUZE 1.8 LT,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1965,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2005-02-02,1186,MORENO Nº 2,Buenos Aires,Nacional,2005,18,SEDAN 3 PTAS,08,CHEVROLET,BF,CORSA CLASSIC 3P AA+DIR 1.6N,1,Privado,Física,FRANCISCO ÁLVAREZ,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2012-03-19,1186,MORENO Nº 2,Buenos Aires,Protocolo 21,2012,05,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,MORENO,BUENOS AIRES,Femenino,1986,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2001-08-31,1192,MORON Nº 07,Buenos Aires,Nacional,2001,17,SEDAN 5 PTAS,07,CITROEN,11,BERMUL2D,1,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2009-03-17,1192,MORON Nº 07,Buenos Aires,Protocolo 21,2009,02,SEDAN 4 PTAS,104,PEUGEOT,589,207 COMPACT XR 1.9D,1,Privado,Física,MORON,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2012-11-06,1192,MORON Nº 07,Buenos Aires,Nacional,2012,22,FURGON,07,CITROEN,AY,BERLINGO FURGON 1.6 HDI PACK SEGURIDAD AM53,1,Privado,Física,CASTELAR,BUENOS AIRES,No identificado,1997,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2010-04-08,1200,SAN MARTIN Nº 6,Buenos Aires,Protocolo 21,2010,17,CHASIS C/CAB C/CAJA SAIDER,092,MERCEDES BENZ,804,OF1722,1,Privado,Física,VILLA LYNCH,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2004-01-12,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,2004,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2012-10-12,1217,RAMALLO,Buenos Aires,Nacional,2012,26,CHASIS C/CABINA,67,IVECO,70,170E25,1,Privado,Jurídica,VILLA RAMALLO,BUENOS AIRES,No aplica,2010,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2025-06-18,1223,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UP,208 ALLURE MT AM25.5,1,Privado,Física,EZEIZA,BUENOS AIRES,No identificado,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2011-02-17,1223,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,37,RENAULT,UG,CLIO 5 PTAS PACK PLUS,1,Privado,Física,EZEIZA,BUENOS AIRES,No identificado,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2009-01-07,1226,LA MATANZA Nº 09,Buenos Aires,Nacional,2009,17,SEDAN 5 PUERTAS,34,PEUGEOT,FD,307 XS 1.6 5P 110CV,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,2001,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2009-12-07,1227,LA MATANZA Nº 10,Buenos Aires,Nacional,2009,22,FAMILIAR,37,RENAULT,WA,KANGOO CONFORT 1.5 DCICDAADASVT1P(600KG),1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,No identificado,1994,BOLIVIA,100,06,202
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-05,2010-10-01,1230,ESCOBAR Nº 2,Buenos Aires,Protocolo 21,2010,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,GARIN,BUENOS AIRES,Masculino,1956,ARGENTINA,100,06,200
