tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2003-10-09,2067,CAPITAL FEDERAL Nº 067,Ciudad Autónoma de Buenos Aires,Nacional,2003,17,SEDAN 5 PTAS,34,PEUGEOT,CK,206 XR PREMIUM 1.6 5P,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1991,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2008-07-22,2067,CAPITAL FEDERAL Nº 067,Ciudad Autónoma de Buenos Aires,Importado,2008,21,COUPE,011,AUDI,135,TT COUPE 2.0 T FSI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1992,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2008-08-22,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Buenos Aires,Protocolo 21,2008,05,SEDAN 5 PTAS,136,VOLKSWAGEN,405,FOX 1.9 SDI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1953,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2015-09-23,2069,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Buenos Aires,Nacional,2015,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XH,SURAN 1.6 5D 060,2,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1954,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2015-01-13,2081,CAPITAL FEDERAL Nº 081,Ciudad Autónoma de Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,19,FORD,XA,FOCUS 4P 2.0L N AT SE PLUS,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1974,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2018-08-15,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,608,GOL TREND COMFORTLINE 1.6 MSI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1987,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2018-06-26,2088,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Buenos Aires,Protocolo 21,2018,02,SEDAN 4 PUERTAS,024,CHEVROLET,704,PRISMA JOY 4P 1.4 N LS MT +,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1960,URUGUAY,100,02,225
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2018-07-26,2092,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,047,FORD,A84,KA SEL 1.5L,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2003,ARGENTINA,50,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2008-04-21,4005,CORDOBA Nº 01,Córdoba,Nacional,2008,12,SEDAN 4 PTAS,17,FIAT,AL,SIENA FLP ELX 1.4 BENZI,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1988,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2015-01-05,4006,CORDOBA Nº 02,Córdoba,Protocolo 21,2015,30,FURGONETA,044,FIAT,810,NUEVO FIORINO 1.4 8V,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1987,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-28,2005-09-22,4007,CORDOBA Nº 03,Córdoba,Protocolo 21,2005,22,SEDAN 3 PUERTAS,112,RENAULT,518,CLIO AUTHENTIQUE 1.2 16V,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1994,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1999-06-04,4035,CORDOBA Nº 05,Córdoba,Nacional,1999,,BERLINA 4 PTAS,37,RENAULT,CH,MEGANE RXE ABCP ABS,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1997,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1994-11-24,4045,CORDOBA Nº 12,Córdoba,Nacional,1994,12,SEDAN 4 PTAS,17,FIAT,59,DUNA SCL 1.6,1,Privado,Física,CAPITAL,CORDOBA,Femenino,1944,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2010-08-05,4046,VILLA ALLENDE Nº 1,Córdoba,Protocolo 21,2010,05,SEDAN 5 PTAS,027,CITROEN,188,XSARA PICASSO 1.6I 16V EXCLUSIVE,1,Privado,Física,MENDIOLAZA,CORDOBA,No identificado,1970,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1998-08-03,4062,CORDOBA Nº 19,Córdoba,Nacional,1998,18,SEDAN 3 PUERTAS,17,FIAT,20,PALIO EL 3P,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1988,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2003-12-04,4074,CORDOBA Nº 21,Córdoba,Protocolo 21,2003,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,CORDOBA CAPITAL,CORDOBA,Masculino,2005,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2000-09-20,4074,CORDOBA Nº 21,Córdoba,Nacional,2000,12,SEDAN 4 PTAS,37,RENAULT,EU,MEGANE RXE TRI F2,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1963,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1999-10-22,4077,CORDOBA Nº 23,Córdoba,Nacional,1999,12,SEDAN 4 PUERTAS,37,RENAULT,DZ,RENAULT 19 RE INJECTION,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1966,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2016-04-18,5009,ITUZAINGO Nº 1,Corrientes,Nacional,2016,20,PICK-UP,68,TOYOTA,93,HILUX 4X4 D/C SRX 2.8 TDI 6 M/T,1,Privado,Física,ITUZAINGO,CORRIENTES,Masculino,1976,ARGENTINA,100,18,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2006-06-12,5015,SAN COSME,Corrientes,Nacional,2006,22,FURGON 600,34,PEUGEOT,DR,PARTNER FURGON 1.4 N CONFORT PARA GNC,1,Privado,Física,SAN COSME,CORRIENTES,No identificado,1987,ARGENTINA,100,18,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2020-08-10,18001,SAN JUAN Nº 1,San Juan,Nacional,2020,20,PICK-UP,68,TOYOTA,92,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,1,Privado,Jurídica,CAPITAL,SAN JUAN,No aplica,1996,No aplica,100,70,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2011-05-27,21066,SANTA FE Nº 6,Santa Fe,Protocolo 21,2011,05,SEDAN 5 PUERTAS,027,CITROEN,188,XSARA PICASSO 1.6I 16V EXCLUSIVE,1,Privado,Física,SANTA FE,SANTA FE,No identificado,1965,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2006-01-02,8029,PARANA Nº 6,Entre Ríos,Nacional,2006,17,SEDAN 5 PTAS,34,PEUGEOT,ED,307 XT PREMIUN HDI 5P,1,Privado,Física,PARANA,ENTRE RIOS,Masculino,1983,ARGENTINA,100,30,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2013-09-25,21068,ROSARIO Nº 17,Santa Fe,Nacional,2013,20,PICK-UP,68,TOYOTA,50,HILUX 4X2 CABINA DOBLE DX PACK 2.5 TDI,1,Privado,Física,ROSARIO,SANTA FE,No identificado,1992,PARAGUAY,100,82,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2013-05-17,13009,GENERAL SAN MARTIN Nº 2,Mendoza,Nacional,2013,20,PICK-UP,53,VOLKSWAGEN,TK,AMAROK 2.0L TDI 180 CV 4X4 411,1,Privado,Física,SAN MARTÍN,MENDOZA,Masculino,1983,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1995-01-30,13015,MENDOZA Nº 09,Mendoza,Protocolo 21,1995,,SEDAN 4 PTAS,02,PEUGEOT,,405 MI16,1,Privado,Física,GODOY CRUZ,MENDOZA,Masculino,1992,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2016-07-27,13018,MENDOZA Nº 11,Mendoza,Importado,2016,04,RURAL 5 PUERTAS,024,CHEVROLET,630,CHEVROLET TRACKER FWD LTZ,1,Privado,Física,GODOY CRUZ,MENDOZA,Masculino,1978,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2013-11-07,21070,ROSARIO Nº 18,Santa Fe,Protocolo 21,2013,05,SEDAN 5 PUERTAS,104,PEUGEOT,709,208 ALLURE 1.5 N TOUCHSCREEN,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1985,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2017-04-11,1001,ADROGUE Nº 1,Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XH,SURAN 1.6 5D 060,1,Privado,Física,JOSE MARMOL,BUENOS AIRES,Masculino,1956,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2015-01-14,1004,AVELLANEDA Nº 1,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,34,PEUGEOT,KW,408 ALLURE 2.0N,1,Privado,Física,WILDE,BUENOS AIRES,Femenino,1995,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2014-02-13,13029,MENDOZA Nº 17,Mendoza,Protocolo 21,2014,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,496,VOYAGE 1.6 GP,2,Público,Física,EL PLUMERILLO,MENDOZA,Masculino,1965,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2016-11-24,1023,CORONEL VIDAL,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,578,VOYAGE 1.6 MSI,1,Privado,Física,SANTA CLARA DEL MAR,BUENOS AIRES,No identificado,1973,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2010-12-02,1029,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Nacional,2010,17,BERLINE 5 PORTES,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1,Privado,Física,LUIS GUILLON,BUENOS AIRES,Femenino,1997,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2009-02-19,13031,MAIPU Nº 1- MENDOZA,Mendoza,Importado,2009,02,SEDAN 4 PTAS,024,CHEVROLET,482,AVEO LS 1.6N MT,1,Privado,Física,MAIPU,MENDOZA,Femenino,1996,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2000-01-07,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Nacional,2000,12,SEDAN 4 PTAS,34,PEUGEOT,60,306XR16V4P,1,Privado,Física,L. DE ZAMORA,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2016-12-30,1055,LUJAN Nº 1,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,37,RENAULT,YY,CLIO MIO 5P CONFORT,1,Privado,Física,LUJAN,BUENOS AIRES,Femenino,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1994-07-13,1055,LUJAN Nº 1,Buenos Aires,Nacional,1994,12,SEDAN 4 PTAS,53,VOLKSWAGEN,10,VW SENDA NAFTA,1,Privado,Física,LUJAN,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2023-04-27,1059,MAR DEL PLATA Nº 02,Buenos Aires,Nacional,2023,12,SEDAN 4 PUERTAS,17,FIAT,CU,CRONOS STILE 1.3 GSE BZ,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1960,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2011-10-18,1062,MERLO Nº 1,Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,MERLO,BUENOS AIRES,No identificado,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2015-07-01,1077,QUILMES Nº 1,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,34,PEUGEOT,LE,408 SPORT 163 CV,1,Privado,Física,BERNAL,BUENOS AIRES,Masculino,2005,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2021-03-22,1084,SAN ANTONIO DE ARECO,Buenos Aires,Protocolo 21,2021,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,670,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1,Privado,Física,PALERMO,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2019-01-03,1091,MONTE,Buenos Aires,Nacional,2019,20,PICK-UP,19,FORD,ZG,RANGER DC 4X2 XL 2.2L D,1,Privado,Física,SAN MIGUEL DEL MONTE,BUENOS AIRES,Masculino,1952,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2013-06-10,1103,ZARATE Nº 1,Buenos Aires,Protocolo 21,2013,05,SEDAN 5 PUERTAS,024,CHEVROLET,617,ONIX 1.4 N LTZ,1,Privado,Física,ZARATE,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,200
COMUNICACIÓN DE RECUPERO,2026-01-29,2016-10-26,1118,QUILMES Nº 2,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,044,FIAT,848,MOBI 1.0 8V WAY,1,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2008-08-20,1118,QUILMES Nº 2,Buenos Aires,Protocolo 21,2008,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1998-10-23,1120,LA MATANZA Nº 03,Buenos Aires,Nacional,1998,,SEDAN,08,CHEVROLET,53,CORSA 4 PTAS GLS 1.6 MPFI,1,Privado,Física,LA TABLADA,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2017-02-24,1120,LA MATANZA Nº 03,Buenos Aires,Protocolo 21,2017,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,LA TABLADA,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2008-05-21,1124,LANUS Nº 9,Buenos Aires,Nacional,2008,12,SEDAN 4 PTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,No identificado,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2011-01-11,1128,SAN MIGUEL Nº 2,Buenos Aires,Nacional,2011,18,SEDAN 3 PTAS,37,RENAULT,UH,CLIO 3 PTAS BASE,1,Privado,Física,SAN MIGUEL OESTE,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2008-07-02,1133,SAN MIGUEL Nº 3,Buenos Aires,Nacional,2008,12,SEDAN 4 PTAS,34,PEUGEOT,ES,PARTNER PATAGONICA 1.9 D,1,Privado,Física,BELLA VISTA,BUENOS AIRES,No identificado,1986,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2014-12-15,1136,ADROGUE Nº 2,Buenos Aires,Protocolo 21,2014,04,RURAL 5 PUERTAS,047,FORD,A03,ECOSPORT TITANIUM 2.0L MT N,1,Privado,Física,ADROGUE,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2012-08-16,21015,ROSARIO Nº 03,Santa Fe,Nacional,2012,12,SEDAN 4 PTAS,08,CHEVROLET,DK,CLASSIC 4 PTAS LT SPIRIT 1.4N,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1999,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2010-05-31,21016,ROSARIO Nº 04,Santa Fe,Protocolo 21,2010,05,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1994,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2012-06-21,21022,SAN LORENZO Nº 1,Santa Fe,Importado,2012,05,SEDAN 5 PTAS,024,CHEVROLET,569,SONIC 1.6 LTZ M/T,1,Privado,Física,CAPITAN BERMUDEZ,SANTA FE,Femenino,1959,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2011-06-22,21032,ROSARIO Nº 05,Santa Fe,Protocolo 21,2011,04,RURAL 5 PTAS,027,CITROEN,243,C3 AIRCROSS 1.6I 16V SX,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1978,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2005-07-04,21039,ROSARIO Nº 06,Santa Fe,Nacional,2005,22,FURGON 600,34,PEUGEOT,DT,PARTNER FURGON D PLC CONFORT,1,Privado,Física,ROSARIO,SANTA FE,Masculino,2004,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2010-09-16,21042,ROSARIO Nº 07,Santa Fe,Protocolo 21,2010,05,SEDAN 5 PTAS,024,CHEVROLET,405,MERIVA GL PLUS 1.8 SOHC,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1951,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2025-09-15,21044,ROSARIO Nº 09,Santa Fe,Nacional,2025,40,TODO TERRENO,68,TOYOTA,BW,SW4 4X4 SRX 2.8 TDI 6 AT 7A,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1952,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2014-07-22,21044,ROSARIO Nº 09,Santa Fe,Protocolo 21,2014,05,SEDAN 5 PUERTAS,024,CHEVROLET,589,SPIN 1.8 N LT M/T,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1974,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2002-12-06,1146,MERLO Nº 2,Buenos Aires,Protocolo 21,2002,22,SEDAN 3 PTAS,112,RENAULT,004,TWINGO,1,Privado,Física,MARIANO ACOSTA,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2007-07-18,1147,LOMAS DE ZAMORA Nº 3,Buenos Aires,Protocolo 21,2007,05,SEDAN 5 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,BANFIELD,BUENOS AIRES,Masculino,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2012-01-30,1147,LOMAS DE ZAMORA Nº 3,Buenos Aires,Importado,2012,10,TODO TERRENO,136,VOLKSWAGEN,450,TIGUAN 2.0 TDI 4 MOTION,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1998-08-14,1149,LA PLATA Nº 06,Buenos Aires,Importado,1998,22,SEDAN 3 PUERTAS,112,RENAULT,004,TWINGO,1,Privado,Física,TOLOSA,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2014-04-09,1150,AVELLANEDA Nº 3,Buenos Aires,Nacional,2014,20,PICK-UP,53,VOLKSWAGEN,UK,AMAROK 2.0L TDI 140 CV 4X4 210,1,Privado,Física,DOCK SUD,BUENOS AIRES,Masculino,1990,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1987-03-02,1151,AVELLANEDA Nº 4,Buenos Aires,Nacional,1987,26,SIN ESPECIFICACION,37,RENAULT,20,RENAULT 11 TS,1,Privado,Física,AVELLANEDA - BS.AS.,BUENOS AIRES,No identificado,1967,No identificado,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2013-01-29,1152,LA MATANZA Nº 04,Buenos Aires,Nacional,2013,17,SEDAN 5 PTAS,17,FIAT,AY,PALIO (326) ATTRACTIVE 5P 1.4 8V,1,Privado,Física,LA MATANZA,BUENOS AIRES,Femenino,1986,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2009-02-20,1152,LA MATANZA Nº 04,Buenos Aires,Nacional,2009,41,FAMILIAR,07,CITROEN,20,BERLINGO FURGON 1.9D FULL,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2012-08-09,1152,LA MATANZA Nº 04,Buenos Aires,Nacional,2012,22,FURGON,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,CIUDAD EVITA,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2015-03-17,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,2015,17,SEDAN 5 PUERTAS,08,CHEVROLET,DT,AGILE LS 5P 1.4N,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Femenino,1997,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2013-09-20,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Protocolo 21,2013,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,495,GOL TREND 1.6 GP,1,Privado,Física,VILLA GOBERNADOR GALVEZ,SANTA FE,No identificado,1985,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1999-08-09,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Nacional,1999,12,SEDAN 5 PUERTAS,37,RENAULT,CP,CLIO RL 5 PTAS. AA,1,Privado,Física,VILLA GOBERNADOR GALVEZ,SANTA FE,Masculino,1954,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1995-11-06,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Importado,1995,02,SEDAN 4 PUERTAS,104,PEUGEOT,080,605 SRI,1,Privado,Física,VILLA GDOR. GALVEZ,SANTA FE,Masculino,1979,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2015-02-19,1157,MORON Nº 05,Buenos Aires,Importado,2014,02,SEDAN 4 PUERTAS,024,CHEVROLET,569,SONIC 1.6 LTZ M/T,1,Privado,Física,HAEDO,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2005-09-13,1157,MORON Nº 05,Buenos Aires,Nacional,2005,12,SEDAN 4 PUERTAS,53,VOLKSWAGEN,KQ,POLO CLASSIC 1.6 3SB,1,Privado,Física,HAEDO,BUENOS AIRES,Masculino,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2023-05-11,1157,MORON Nº 05,Buenos Aires,Nacional,2023,17,SEDAN 5 PUERTAS,34,PEUGEOT,SN,208 NEW LIKE 1.2L AM23.5,1,Privado,Física,HAEDO,BUENOS AIRES,Femenino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,1998-06-29,1157,MORON Nº 05,Buenos Aires,Nacional,1998,11,SEDAN 2 PUERTAS,17,FIAT,44,UNO S (1.4 - 3P.),1,Privado,Física,HAEDO,BUENOS AIRES,Masculino,2002,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2007-06-05,1160,SAN MARTIN Nº 4,Buenos Aires,Protocolo 21,2007,22,SEDAN 3 PTAS,136,VOLKSWAGEN,390,FOX 1.6 SPORTLINE,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,2002,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-29,2015-08-24,1163,MAR DEL PLATA Nº 05,Buenos Aires,Nacional,2015,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XC,SURAN 1.6 16V 5D CROSS 353,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,No identificado,1961,ARGENTINA,50,06,200
